source,repo,raw_id,url,title,body_or_excerpt,category,labels,author,created_at,updated_at,comment_count,comment_excerpt,fetch_status,fetch_method,fetched_at,dashboard_reporting_pain,metric_definition_confusion,semantic_layer_or_model_confusion_tied_to_reporting,stakeholder_reporting_need,export_or_spreadsheet_workaround,data_trust_or_reconciliation_issue,workflow_limitation_in_bi_reporting_tool,root_cause_or_explanation_handoff,install_deploy_debug_noise,auth_permission_setup_noise,generic_feature_request_without_user_pain,api_library_coding_issue,ci_cd_infrastructure_issue,beginner_tutorial_help,release_announcement,maintainer_internal_discussion_without_user_pain,persona_01_fit,persona_02_fit,persona_03_fit,persona_04_fit,persona_05_fit
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1240,https://github.com/lightdash/lightdash/discussions/1240,2022-01-26 Roundup - Why did the programmer quit his job? · lightdash/lightdash · Discussion #1240 · GitHub,"Why did the programmer quit his job?...He never got arrays 😐 We’ve beaten the January blues here at Lightdash, with the help of sophisticated puns, exciting product updates and challenges, and of course, the buzzing community! Here are some highlights from the last two weeks: 🥁 Product updates 👤 Huge improvements to account management We’ve introduced increased security measures by allowing you to sign up and login with Google! (Keep an eye out on our docs as we'll have instructions on how you can set this up very soon!) ...and for those who are still cool with using passwords - you can now reset yours (🙈 ) without needing help from us! If you’ve got the rest of your team on Lightdash, we’ve introduced basic roles and permissions where: 👑 Admins have total control of your instance; ✏️ Editors have access to your org's project settings; 👀 Viewers are only able to control their own user settings. 🔥 It’s the little things... You’ve made a chart and it's looking great. Now what? Save it for later with the click of a button(!) - this action is now so much easier to carry out! Get savin’. Are you working with a huugeee list of tables? We've now made it easier for you to search and filter through them when you’re on the Explores tab! You’ll notice that the tables in Lightdash now appear with icons depicting... well, tables. (it used to be databases 😅 ) ... thanks for the spot @ TomEvers! 🧑‍🤝‍🧑 Community + Team Updates 📊 We chatted about charts. The hot points of discussion these last few weeks have been about charts. They play a huge part and we know they could use a little more love. Get involved! Which chart types would you like to see in Lightdash? Chart config improvements: what would you like to see? 🌱 We planted more trees. Since our last update, we’ve planted over 100 trees, bringing the total up to over 670 - the Lightdash forest is growing at a lightning-fast rate! Get involved - star the repo and we'll plant a tree on your behalf 🤗 🥞 We read about modern data stacks. Check out the part Lightdash plays in @djayatillake ’s “A very modern data stack”. 🥞 Thanks @davidgasquez for including Lightdash in Open Source projects that would make a cool stack for a startup 😎 Thanks to Runa Capital for listing Lightdash as one of the Awesome open-source alternatives to SaaS ! 🤔 We had a very serious planning meeting: 💞 Get involved Don’t watch from the sidelines, help us build the future of BI. We’ve got something for everybody: Show us some open-source love and star the repo on GitHub Give product feedback by signing up for the Lightdash cloud deal Become a contributor, you can now spin up a development environment with 1-click. Check our contributing guide Request a feature by opening an issue on GitHub – Much love from the Lightdash Team. ❤️",,,PriPatel,2022-01-26T17:07:17Z,2022-01-26T17:07:17Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1236,https://github.com/lightdash/lightdash/discussions/1236,How do you handle feature requests from users? · lightdash/lightdash · Discussion #1236 · GitHub,"This is something that we have to think about in any product team: How do you handle feature requests from users? I've talked with a few different people about how this works in their teams, and taken a stab at writing down what this (generally) looks like at Lightdash. Would love to hear it though: 🤔 How do you handle feature requests from users at your company? ⚡ Here's how we do it at Lightdash: The summary is: we're pretty flexible and there are no 100% certain rules to follow here. The general guidelines we have are: When we get a feature request, we talk to the user to really understand their request and spend time giving a thoughtful response. Do we understand the problem they have? Are there any outstanding questions we’d have for building this? Is there a way we could guide them a bit so they could build it themselves? We add user feedback to Productboard - this way we know how popular a request is If their request is breaking Lightdash for them, we prioritize it quickly (this is for bugs more than feature requests) If tons of people are asking for it, or if people are saying “it’s the reason why they’re not switching”, we seriously consider building it sooner rather than later. We ask ourselves: Is it more important than the work we’ve lined up in the next few weeks? If it’s already related to what we’re working on, we probably will chuck it in with the other features we’re building (especially if it’s a small change). Other than these few guidelines, we’ll play it by ear 😊",General,,TuringLovesDeathMetal,2022-01-26T08:51:37Z,2022-01-26T08:51:37Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1143,https://github.com/lightdash/lightdash/discussions/1143,The experience of syncing Lightdash with dbt should change. · lightdash/lightdash · Discussion #1143 · GitHub,"❓ What questions do we have for our users/community? When do you use the refresh dbt button? When was the last time you got an error from clicking refresh dbt ? What was it? When you've refreshed dbt, do you ever have to leave the Lightdash app to find information about the refresh? (debugging an error, seeing if it's actually syncing, etc.) Which step in making changes in dbt --> seeing them in Lightdash takes you the longest to complete right now? 💡 What’s the idea? Step 1: we automatically refresh dbt when there are changes in your GitHub connection The problem: the refresh dbt button is confusing. When do I press it? Why should I press it vs. running a query? We can remove this button to make it less confusing to users and make the connection to dbt way cleaner if we automatically refresh dbt for you when we detect changes in your GitHub project. We could make a CI/CD job - a GitHub action. When there's a merge to the branch your Lightdash project is connected to, it will compile your project and send this manifest.json to Lightdash. This removes the refresh dbt button. Step 2: we revamp the dbt connection page The problem: it's hard to debug dbt connection problems right now. Most of the errors that users run into come from their connection with their dbt project (both in onboarding + continuously). It should be easier to debug your Lightdash connection to dbt and understand the current state of your dbt project in Lightdash (when was it last synced? What commit has it synced to? What are the errors?) We create a page with information about the status of the dbt connection. we tell you the commit that your Lightdash project is synced to We tell you when the most recent Lightdash sync was done (i.e. when your project was last re-compiled) You get the logs of the refresh coming in as it's happening and once it's completed. You could see a history of compiles and other details about your connection (à la dbt cloud run history. or dataform’s run history) We give you the errors + warnings from the most recent compile. We also give you actions to solve the most common ones: do you have a dimension that was added to your dbt project, but we can't find it in the warehouse? Step 3: we check if the changes your making will break Lightdash. If you open a PR, then we check to see if this will work with your Lightdash project: we'd have a GitHub action that runs dbt compile it sends the manifest to your Lightdash instance - wouldn’t change what’s in Lightdash, but would compile manifest and send you back the state and tell you if you were going to break stuff in Lightdash. (we'd need to build an API with an endpoint that could test the changes in Lightdash) 📝 What’s the rough overview of work required to ship this? do we need user research? do we need to plan/partner with another company? do we need to find a new tool to do the thing we want to do? user research with a prototype/early sketch of what we want in there (show some example errors + some examp",Ideas,,TuringLovesDeathMetal,2022-01-14T16:16:54Z,2022-01-25T10:21:02Z,6,"Looks great, thanks for distilling this down @TuringLovesDeathMetal ! || When do you use the refresh dbt button? When I've made a change to my dbt project and merged it to GitHub and I want to sync the changes into Lightdash. When was the last time you got an error from clicking refresh dbt? What was it? Adding a new dimension to dbt but forgetting to run dbt so it wasn't in my warehouse yet. Got a column not found in warehouse or something like that error. When you've refreshed dbt, do you ever have to leave the Lightdash app to find information about the refresh? (debugging an error, seeing if it's actually syncing, etc.) Yes. If there's an error with the dbt code, I have to go back to dbt to test it. If I thought I made a change that fixes the problem, I go back and check GitHub to make sure the changes were merged. I'll also re-run refresh dbt in case it di || If there hasn't been a github change could Lightdash persist what it gets from the button on startup? That way startup will be much faster. Do you have mongo records per hosted customer where you can store this? I know storing state isn't desired but I think Tristan's recent post about the line between what's open source and what's paid for is a good model. If its paid for then some state can be stored. || ooh good question! So, this would mean: we store the state of the repo in Lightdash (I think we do this already? 🤔 otherwise we'd refresh dbt every time you refreshed the page I think? - I'm not sure if we do this actually...) We have the name of the commit that this state is coming from When you open Lightdash/login on startup, we check the commit name for the state, then we check GitHub to see if there is a newer commit. If there's no newer commit, you just crack on. If there is a newer commit, we refresh dbt for you in the background. || Yeah exactly I don't think you store state of repo currently as there is always a lag on login where the repo state is pulled. || Some more feedback on this here: https://getdbt.slack.com/archives/C026WJE4A69/p1642603234013700 I think there are a few key things here: Can we/do we store the state of the current repo so that booting up Lightdash is faster? We could read your manifest.json in Lightdash (instead of building it for you)...This would only really be useful if it's connected to GitHub and the manifest.json get compiled + sent to Lightdash when there's a new merge (so you don't have to refresh dbt yourself, manually). ^We could add to this GitHub action so that we check if your Lightdash project has any errors (e.g. metrics are not defined properly) before you merge the changes and sync them in Lightdash. We could change the refresh dbt into a page which has information about your connection and errors so tha",ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,weak,weak,medium,weak,medium
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1138,https://github.com/lightdash/lightdash/discussions/1138,Interactivity with charts + dashboards · lightdash/lightdash · Discussion #1138 · GitHub,"❓ What questions do we have for our users/community? When was the last time you used a dashboard filter? What did you use it for? What's your favourite chart/dashboard interactivity feature of your current (or past) BI tool? 💡 What’s the idea? Things like click-to-filter, drill-down and dashboard filters. Some people have said they wouldn’t switch BI tools until this exist. Dashboard level filters have come up a lot in feedback. Interactivity has come up with bigger users who are looking to switch. E.g. I have a chart with top 10 products by number of sales and under that I have total spend per day. If I click on boots, it would filter all of the other charts to boots. Drill-down hasn’t been requested as much as the dashboard filters. This is for any chart (both saved charts + saved charts in dashboards). If you click on an item in a chart, it shows you all of the values in that chart item (e.g. total number of users by status - click ‘active’, would show you all of the user IDs) Dashboard-level filters is the highest priority. Drill down into charts is the next highest priority. Click to filter also feels like it fits in with the other two. 📝 What’s the rough overview of work required to ship this? do we need user research? do we need to plan/partner with another company? do we need to find a new tool to do the thing we want to do? Research into other BI tool interactivity and what the possibilities are. Get examples (especially visual ones) of what this could look like in the app + how people would interact with this (what flows are there?) Talk to the people who were looking for this feature (dashboard filters) Deciding what’s the MVP version of this big feature? (this should just be a written proposal with words + some pictures) Design Engineering ⏭ What are the next steps? Research! 😎 Any other notes/comments/important info It feels like these three features are all related - they feel like different ways of interacting with dashboard-level filters (or chart level filters).",Ideas,,TuringLovesDeathMetal,2022-01-14T11:41:22Z,2022-01-19T18:39:10Z,1,"Questions for the community! ❤️ Any insight welcome!!❤️ ⏱️ When was the last time you used a dashboard filter? What did you use it for? 🤔 What are some common filters that you use? eg. date? location? 🪰 How often do you apply these filters? Are they on-the-fly, or part of a routine? 🏆 What's your favourite chart/dashboard interactivity feature of your current (or past) BI tool?",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,medium,weak,medium,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1154,https://github.com/lightdash/lightdash/discussions/1154,Tutorial videos for Lightdash · lightdash/lightdash · Discussion #1154 · GitHub,"💡 What’s the idea? We've had great feedback from user's about our video tutorials for example the dbt metrics tutorial on loom . We've had less positive feedback about our technical documentation. I think our tutorials and getting started guides in our documentation would be better as videos not as text. We can still keep our reference documentation and more technical documentation. Some great inspiration is Webflow's university 🧘 Do we need to build confidence in this idea before we build it? I don't think so, we've experimented with tutorial videos with great results. We should track how many questions we get 📝 What’s the rough overview of work required to ship this? To start, we should take our existing tutorials and convert those into Setting up Lightdash Exploring data Creating dimensions Creating metrics Joining tables I think there are some missing videos that we can create. A combination of product tutorials as well as best practice: What are metrics? How to be a great BI Engineer / analyst? How to help your business win with Lightdash. Advanced exploring (creating table calculations) Customising charts Using SQL Runner These tutorials can stay as text Deploy to production Updating docker image Eventually it would be great to organise the videos into courses and gamify the content a little. For now the existing docs.lightdash.com will work with embedded videos uploaded to YouTube/loom ⏭ What are the next steps? Shoot the first video! ❓ What questions do we have for our users/community? Are there tutorials that don't work as video? How do you currently learn about new lightdash features? Any new tutorials you'd love to see? 😎 Any other notes/comments/important info",Ideas,,owlas,2022-01-17T13:53:15Z,2022-01-17T15:22:24Z,1,"From a quick chat: Topics @ZeRego : also add a video for developers setting up a dev environment @PriPatel : videos under 2 mins, even better 90secs @nathaliabj : use chapters and small summary text for those that prefer text over video Shooting videos @TuringLovesDeathMetal : Should introduce a guide for team members to shoot videos with the goal of reducing time to get out a video that is visually consistent with existing videos. Launching videos @PriPatel : we should release a couple and test them with users Embedding videos @ZeRego : videos can live in the app as well as in the documentation @PriPatel : We can use onboarding page for linking out to videos @nathaliabj : eventually move toward having guided onboarded in the app @TuringLovesDeathMetal : use loom / YouTube to embed iframe ",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,medium,weak,medium,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1122,https://github.com/lightdash/lightdash/discussions/1122,2022/01/11 Roundup - How did the hackers escape? · lightdash/lightdash · Discussion #1122 · GitHub,"How did the hackers escape? ... No idea. They just ransomware. We're excited to be back and ready to have an amazing 2022! There was a lot of rest and relaxation since our last roundup 😴 but we still have a few updates for you. You can expect some big news and exciting features in the coming weeks 👀 Community + Team Updates 🧑‍🤝‍🧑 We've planted more than 500 trees thanks to our community! 🌱 Before Christmas we decided that we wanted to do something to thank our community as we grow. So, we'd like to introduce The Lightdash Forest 🌱 For every star that we get on our GitHub repo, we'll plant a tree. Right now, we're 559 trees strong, but we're aiming for a large forest (100,000 sounds pretty awesome, right?) So, if you're a fan or feel like you need some good karma, just star the repo and we'll plant a tree on your behalf 🤗 The Lightdash team is growing ⚡ Welcome to our newest member of the Lightdash team, @nathaliabj ! We're so excited to have Nathalia joining this month and we can't wait for all of the fiery frontend work she'll be shipping soon! 🔥 🚒 💬 We've moved the chat to GitHub Discussions You've probably noticed, but we've moved our Roundups from Discourse into GitHub. Discourse just didn't feel like it ""fit"" and GitHub Discussions feels like a way more natural place for our community to chat. You'll also find discussions, Q&A and more in our GitHub discussions, so definitely check it out! (We'll also feature the hot topic of the fortnight in our roundups from now on 🌶️ ) 🥁 Product updates ✏️ Custom labels for explores, metrics and dimensions Sometimes your table names or field names aren't the most user friendly ( survey_response_q_5 anyone?). With Lightdash you can now override your explore names, metrics and dimensions and add custom, user-friendly names of your own 😊 Just pop them into your dbt project under the label tag like this: - name: orders meta: label: My orders # 🕐 Default time intervals Lightdash automatically adds intervals for dimensions that are timestamps or dates, so you don't have to! For example, here we have the timestamp dimension created defined in our dbt project: - name: created description: 'Timestamp when the user was created.' Lightdash breaks this out into the default intervals automatically. So, this is how created appears in our Lightdash project: Interested? You can read more about it in our docs. 💞 Get involved 🌶️ The Hot Topics Here's our pick for the hot topics of this fortnight 🥵 Get your chat on while it's hot: The vote for Lightdash to support your data warehouse What's one thing you wish your BI tool could do that it can't do right now? 👷 Don’t watch from the sidelines, help us build the future of BI. We’ve got something for everybody: Show us some open-source love and star the repo on GitHub (we plant a tree for every star we get! ⭐ --> 🌱 ) Give product feedback by signing up for the Lightdash cloud deal Become a contributor, you can now spin up a development environment with 1-click. Check our contri",,,TuringLovesDeathMetal,2022-01-11T14:39:14Z,2022-01-11T14:39:14Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,weak,weak,strong,weak,medium
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1096,https://github.com/lightdash/lightdash/discussions/1096,Why we're building Lightdash on dbt · lightdash/lightdash · Discussion #1096 · GitHub,"This post was originally written by @hamzahc1 ! (I just copied it over from Discourse 😉 ) Great data visualisation needs a great data transformation layer. So we built Lightdash on top of dbt. Introducing such a huge technical dependency wasn't an easy choice but we're really excited to build on dbt and here's why: SQL is the language of data We're building on open-source We're plugging into a standard It's better to do one thing and do it well Communities win together SQL is the language of data 🔤 Under the hood, dbt is simply running SQL statements. That's amazing because SQL has been around for 47 years and isn't going anywhere. SQL has a thriving community with a lot of collective knowledge on how to solve most common problems. Unlike scripting languages such as python, SQL is also easy to understand making it easy for engineers and Excel whizzes to collaborate 🤝. With Lightdash we threw away any ideas for a domain-specific language, and stuck with SQL. With Lightdash and dbt, analysts can write in SQL and their users then simply pick from the pre-defined metrics. We're building on open-source 🌍 If you're relying on any technical component to be a crucial part of your tech stack, it's a huge benefit if that component is open source. dbt's core is completely open-source 1 . By having access to the source code, you are protected in case the code owners decide to stop support. More exciting, you get the chance to contribute to the road map or extend the code however you see fit. Lightdash is open-source at it's core meaning you can see how we write queries, handle credentials, and enforce security. It enables us to be completely transparent and also lowers the barrier for our users to request features and report bugs. We're plugging into a standard 🔌 dbt has changed the way that we think about data pipelines. Before dedicated transformations tools, everyone was building their own pipeline DAGs and testing infrastructure with no standardisation. It was a huge engineering headache for those that remember the dark days. As of a year ago, over 2,000 companies using it weekly with 3x growth YoY 2 . If somebody today is building an analytics stack, they're likely using dbt somewhere. By plugging into this standard, Lightdash enables people to use their existing familiar tools and invest in the future. And if you throw Lightdash away, you are still left an industry-standard set of data transformations. It's better to do one thing and do it well 🥇 dbt follows the unix philosophy of doing one thing and doing it well (it also has a cute name à la awk , sed ). By just focusing on the ""T"" in ELT, dbt has become a powerful tool for a huge variety of use cases. Simply: it helps manage batch SQL-based transformations, in an idempotent way, and it just works. By leveraging dbt, Lightdash has a first-class transformation layer. With more and more people using dbt, and the fact that dbt does this bit so well, we thought it was time for a BI tool to be adding to t",,,TuringLovesDeathMetal,2022-01-05T16:12:57Z,2022-01-05T16:12:57Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1095,https://github.com/lightdash/lightdash/discussions/1095,Why are we building a community? · lightdash/lightdash · Discussion #1095 · GitHub,"Before I started thinking about how to build the Lightdash community, I did the first thing everyone does when starting a project: I Googled it. Luckily, one of the first results to come up from Googling ""How to build a community"" was this blog post by Claire Carroll - a great read. The key takeaway for me was: ""before you decide to spend time building a community, figure out why you want to build a community."" So, I wanted us to get some thoughts down around our mission and beliefs as a team and figure out whether building a community would make sense for us (and you can probably guess what we decided 😏). Here's some of the things we came up with: We want to empower our users to get the best possible answers to their data questions. We believe that: teams are more likely to find better solutions than individuals. context is really important when you're trying to solve a problem. unless there's a good reason not to, information should be openly shared. business users shouldn't have to rely on a data person to be able to answer their questions. a BI tool should be easy to use and look really cool, so people are excited to use it. Aside from getting really excited about a super rad looking product 👩‍🎤, we talked quite a bit about ""teams"" of people and ""teamwork"" in our mission and beliefs. Empowering users with context, teams, and tools so that they can solve their data problems themselves is really important to us. After writing this up, we all agreed that having a community was going be a big part of how we built this product. Having a Lightdash community aligned really well with what we'd written down and we think that it'll empower our users to get the best possible answers to their data questions. So here we are, on our way to building a Lightdash community. We hope you'll join us for the ride. 🎢",,,TuringLovesDeathMetal,2022-01-05T16:11:17Z,2022-01-05T16:11:17Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1093,https://github.com/lightdash/lightdash/discussions/1093,The Lightdash Way: Data Access · lightdash/lightdash · Discussion #1093 · GitHub,"Our mission at Lightdash is: To enable everybody in your company to answer their own questions using data. Lightdash is where the data team (👷‍♀️ the builders) and the rest of the business (👩‍🌾 the consumers) come together to make better data-driven decisions. We have some pretty strong opinions about how this relationship between data builders and data consumers should work. So, we thought it would be useful to explain the principles that make up The Lightdash Way. The Lightdash Way isn't just semantics (😏) - it's about the entire experience of enabling everybody in your company to answer their own data questions. But, we'll start off slow and just go through one of the principles for now: How should you serve data to people who want to answer their own data questions? ⚡️ The Lightdash Way: Give end users meaningful building blocks to answer their own data questions. Let me explain what we mean... We've come across three ways to let people answer their questions using data: I hope it's obvious which one is our fave 😇 1. You give everyone access to the raw data. 🤪 If everybody in your organization knows SQL and everyone has the context they need to query the raw data (...and unicorns were real 🦄...), then giving everyone access to the raw data wouldn't be that bad. But, if a single person doesn't know SQL then they're totally dependent on someone helping them with a data question...no bueno. 👍: very flexible, totally self-serve (as long as everyone knows SQL) 👎: everybody has to know sql, everybody needs context of raw data, duplicated work, bound to be errors 2. If you have a data question, you ask the data builders, and they just give you complete answers. 🎁 If nobody knows SQL or they aren't willing to explore data themselves, then dedicated team members (probably data analysts) will be completely responsible for exploring data. Everybody relies on the data team for answer questions. 👍: only analysts have to have data skills, fewer errors (since only data experts are answering data questions) 👎: doesn't scale, analysts become a bottleneck, this kind of work sort of sucks :( 3. The data builders give you meaningful building blocks to answer your own data questions. 🧱 ⚡ The Lightdash Way: We give your data team the tools they need to build metrics + dimensions that everyone else can use in a user-friendly interface. With this approach, you leave the SQL to the experts: your data team. They become force-multipliers when they create these pre-defined metrics + dimensions in SQL because anybody in the business can combine, segment, and filter them to answer their own questions. The downside is that the data team need to spend some time defining and maintaining the library of metrics. But, a small set of metrics can power a huge amount of different analyses, enabling the rest of your team to answer their own data questions. 👍: you only need a few SQL experts, anyone can ask questions using the data, fewer errors, scaleable 👎: you need a data team, t",,,TuringLovesDeathMetal,2022-01-05T16:09:14Z,2022-01-05T16:09:14Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,weak,strong,medium,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1092,https://github.com/lightdash/lightdash/discussions/1092,2021/12/14 Roundup - To the person who invented zero... · lightdash/lightdash · Discussion #1092 · GitHub,"To the person who invented zero ... Thanks for nothing 🥁 Product updates ⚡ Lightdash now supports dbt metrics! dbt announced version 1.0.0 including native support for Lightdash metrics! This is a huge first step towards a future powered by the metrics layer and our integration with dbt is the first of it's kind. Much more to come... In the meantime, you can write your first metric: So how does it work? Upgrade to dbt 1.0.0 🚀 Write metrics in your dbt project using dbt’s new metrics: tag 🧑‍💻 Start visualising your metrics 📈 It’s as easy as that. Checkout the quick demo to learn more. 🏘️ Home page The explore page was a bit overwhelming to some users and wasn't obvious to new users where to find the answers to their questions. With the new home page, users have easy access to existing questions & answers. 🙌 🥞 The complete, open-source, data stack Katie gave a complete end-to-end tutorial of setting up your own modern data stack. And the kicker? It’s built entirely using free, and open-source tools. Absolutely essential. You can still watch the talk on youtube! 💞 Get involved Don’t watch from the sidelines, help us build the future of BI. We’ve got something for everybody: Show us some open-source love and star the repo on GitHub Give product feedback by signing up for the Lightdash cloud deal Become a contributor, you can now spin up a development environment with 1-click. Check our contributing guide Request a feature by opening an issue on GitHub – Much love from the Lightdash Team. ❤️",,,TuringLovesDeathMetal,2022-01-05T16:04:58Z,2022-01-05T16:04:58Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1091,https://github.com/lightdash/lightdash/discussions/1091,2021/12/01 Roundup - What did the analyst say after finishing Squid Game? · lightdash/lightdash · Discussion #1091 · GitHub,"What did the analyst say after finishing Squid Game? ...I can't wait for the SQL 💀 🥁 Product updates We've shipped so many features in the last two weeks it's hard to choose a highlight, buuuut.... Embed Loom videos on dashboards From Tom Hallet I would love if the markdown tiles had support for loom embeds. While everyone loves writing text documentation, many people will never read it. But many will watch a 2 minute loom video We got you Tom! You can now embed Loom videos on your dashboards. Educating your end users has never been easier. Head to the demo to see them in action. Dashboards v2 Dashboards have had an overhaul with a tonne of quality of life improvements such as: A dedicated view mode, no more accidental changes Add new charts to a dashboard directly from the chart builder Add text to your dashboards with markdown tiles Auto-generate time dimensions Another hotly requested feature from the community : your data consumers can now group metrics by year, month, date, ... without needing help from an analyst. More time for those sweet regression analyses 🤓 💞 Get involved Don't watch from the sidelines, help us build the future of BI. We've got something for everybody: Show us some open-source love and star the repo on GitHub Give product feedback by signing up for the Lightdash cloud deal Become a contributor, you can now spin up a development environment with 1-click. Check our contributing guide Request a feature by opening an issue on GitHub 🥞 The complete, open-source, data stack Don't miss it, Katie is going to be giving a complete end-to-end tutorial of setting up your own modern data stack. And the kicker? It's built entirely using free, and open-source tools. Absolutely essential. Reserve a spot now! -- Much love from the Lightdash Team. ❤️",,,TuringLovesDeathMetal,2022-01-05T16:04:14Z,2022-01-05T16:04:14Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,medium,weak,strong,weak,medium
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1090,https://github.com/lightdash/lightdash/discussions/1090,2021/11/19 Roundup - Did you hear the one about the statistician? · lightdash/lightdash · Discussion #1090 · GitHub,"Did you hear the one about the statistician? Probably... 🥁 🚄 Latest product updates :woman_mage: Pre-built metrics to get you started We've made it even easier to get started with Lightdash. We now provide example metrics for tables where you haven't got any defined yet. For now we've stuck to simple examples to help you get started, but watch this space, we've got big plans for this feature! 🌻 ✅ Only show the tables you want to work with You can now pick which dbt models you want to show in Lightdash. So you can ensure your team is only using the relevant tables and models and nothing else! You can choose to filter by tags or individually select the models you want. 🏃‍♀️ Run SQL queries in Lightdash You can now run raw SQL queries using our SQL Runner and visualise the results as a table in Lightdash! This one is for the SQL connoisseurs, you can now write and run your own queries right in Lightdash. And yes, we included autocomplete so you don't have to remember every table and column name 😅. Other notable updates: Charts can now be exported as an eCharts JSON Added support for Databricks Loads of bugs crushed and UX improvements As always, you can get the full story on changes we’ve made to Lightdash in our Changelog . 📰 What we're writing and reading Amy Chen from dbt Labs and Katie went to the OSA Conference and talked about the ways that open source drives innovation using a case study with dbt + Lightdash . The video from that talk is now available online . We published a short piece on "" The Lightdash Way "" that explains some of our core beliefs when it comes to building Lightdash. Monzo's Head of Data Science, Mikkel, wrote a great article on ""moldy data"" and how it can affect data teams, we enjoyed this a lot! We’re hiring - build the future of BI We have a bunch of open engineering positions right now to join us on our mission to help everyone answer their data questions (a small feat, we know). We're also offering a hefty referral bonus if you know anyone who would be a good fit! We’re looking for people who: think about their users are comfortable working autonomously but love being a part of a team are up for getting involved wherever they’re needed most. 100% remote and we’re open to all levels and abilities 👀 Here’s our job board If this sounds interesting to you or you know someone who would be a good fit, give us a shout! You made it to the end! You are truly our biggest fan ❤️ Hamzah and the Lightdash team",,,TuringLovesDeathMetal,2022-01-05T16:03:30Z,2022-01-05T16:03:30Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,medium,medium,weak,weak,weak
