episode_id,source,source_tier,current_category,reviewed_category,business_context_present,technical_support_noise_present,ambiguity,reason,example_text_excerpt,persona_id,labelability_status
google_developer_forums::116604::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=3, strong=0, source=google_developer_forums, labelability=low_signal","How to add conditional format for NULL (∅) values in LOOKML Hi, I’m able to apply conditional format for empty values but I could not able to apply the conditional format for NULL values. Can you please help me out on how to implement this. Question: NULL values should be appe...",,low_signal
google_developer_forums::156573::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","Can I filter out events set up in Google Tag Manager? I have a question about filters in lookerstudio. Tags were created in Google Tag Manager to collect data on page scroll rates. However, I accidentally double-measured the data, so I would like to exclude the events set up i...",,low_signal
google_developer_forums::188534::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=3, strong=0, source=google_developer_forums, labelability=low_signal","Looker Studio Reports Download Issues Hi there, I was wondering if anyone else has an issue when dowloading their reports on Looker Studio? The issue I run into is that when I download the report, the tab you select which client data you want the report to be on is blank leadi...",,low_signal
google_developer_forums::125312::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=5, strong=0, source=google_developer_forums, labelability=low_signal","Service Account for Looker and BigQuery dataset Hi there, I’m new to GCP and I need to set up a service account so a specific client can use a dashboard of their data which is stored on BigQuery. I’m not quite sure how I do this to set up the appropriate permissions. I’ve look...",,low_signal
google_developer_forums::147886::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=3, strong=0, source=google_developer_forums, labelability=low_signal",Calculate the % for a Row in a Table Where the Values are Strings I’m trying to get a report in Looker Studio in a table where it is showing me the percentage of the different Status for a region. The items in the Status field are strings. When I use a normal pivot table I get...,,low_signal
google_developer_forums::181355::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=6, strong=0, source=google_developer_forums, labelability=low_signal",Looker studio spam / phishing The thread https://www.googlecloudcommunity.com/gc/forums/v5/forumtopicpage.threadeddetaildisplay.threadeddetailmessagelist:renderloadmoremessages?t:ac=board-id/looker-studio-pro/message-id/7259 was marked as “SolveD” but it is not. So we need a s...,,low_signal
google_developer_forums::337593::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","BigQuery quota limits (num_in_flight + Storage Transfer CreateRequests) - multiproject approach vs alternatives? We’re running a data replication pipeline that processes ~10TB/day into BigQuery using load_table_from_uri (GCS → BQ batch load jobs, not streaming inserts). We’re...",,low_signal
adobe_analytics_community::92550::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","No More Roll-up Report Suites? Hi all, Understanding the limitations of roll-up report suites, we still want to make one in our organization. Are they no longer available though? Most information about this aggregate report suite is almost 10 years old, and my personal UI does...",,low_signal
adobe_analytics_community::82229::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Unique visitors of Target experience higher than expected Hi everyone!We have a couple of Target experiences running on a specific page.I'm looking at the data and it's showing more unique visitors received the Target experience than visited the page.To add to my confusion, I'...",,low_signal
adobe_analytics_community::93237::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal",Why is pageviews and clicks different for the same url in diff report suite? I have the same table set up in 2 diff report suites. One of the report suite is global which has everything and another is a subset of the global. Both should be collecting data for our homepage. Whe...,,low_signal
adobe_analytics_community::83193::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Deleting Multiple Workspaces in Adobe Analytics I have a list of workspaces which I need to delete from Adobe Analytics. Is there a way to mass delete the workspaces? or just select each workspace one by one and delete?Also, can it be done similarly for downloading PDF version...",,low_signal
adobe_analytics_community::2808::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=3, strong=0, source=adobe_analytics_community, labelability=low_signal","Fix CJA Image Import Feature In CJA Workspace, the 'image loader' option doesn't work correctly.&nbsp; &nbsp;When you click to add an image to either the 'description' or 'text' input box, the Workspace project just flickers and it will not let you add an 'https' image referen...",,low_signal
adobe_analytics_community::90539::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Occurrences and Visits for OOB ""Days Since Visit"" Seems Far to Low Hello, I was comparing the OOB ""Days Since Visit"" dimension to some custom ones we have which serve a similar purpose (set using the Analytics plugin). I noticed there is a very large difference between the ove...",,low_signal
adobe_analytics_community::90708::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Data Migration from old report suite to new report suiet How can we effectively migrate our existing data from the current report suite to a new one, ensuring accurate representation?Post-transfer, the objective is to observe precise data, breakdowns, and define user journeys...",,low_signal
adobe_analytics_community::94052::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal","How to get real-time data in Analysis - Workspace ? Is this possible ? Hi Experts,Is it possible to get real-time data in Analysis - Workspace ?I know this can be done in Analytics Dashboard. Thanks,PV Hi Experts,Is it possible to get real-time data in Analysis Workspace ?I kn...",,low_signal
adobe_analytics_community::93089::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Managing Bots across Global & Virtual Report Suites Hello Team,We maintain a Global Report Suite along with multiple Virtual Report Suites derived from the Global one. While we can exclude bot-identified events or traffic at the Virtual Report Suite level, this functionality i...",,low_signal
adobe_analytics_community::92932::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Delete old projects in Adobe Experience Workspace Hello everyone,I am trying to delete all old projects in Adobe Workspace. I want to delete the ones last used in 2023, but I can't find how to filter correctly. The search engine won't let me use quotes and find exactly what sa...",,low_signal
adobe_analytics_community::90524::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Unspecified Showing up in ECID Report Hi Team, I am trying to understand why we have an Unspecified in our ECID Report.The ECID evar is dynamically set as mid in adobe launch, and we have opt-in enabled in the Experience cloud extension, with certain variables added (see scree...",,low_signal
adobe_analytics_community::93705::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal",CJA Find and Replace for 30+ values I have about 30+ values in French and I want to convert them to English for the report.The translation is done I just need the ability to do a Find and Replace on mass. Have tried the Find and Replace within the derived fields but it only su...,,low_signal
adobe_analytics_community::91310::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=4, strong=0, source=adobe_analytics_community, labelability=low_signal","Adobe Analytics AP & Segments with MicroStrategy Connection Hi,I have set up a connection to MicroStrategy using an Adobe Analytics Web OAuth API. I would like to access segments that are owned by users other than those in which authenticated to the connection. Is there a way...",,low_signal
adobe_analytics_community::91126::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Segments multiple owners or group ownership We use Adobe Analysis Workspace in our team. We have created multiple segments over this time. The challenge we are facing is that these segments can only be edited/modified by the person who created them.This puts us at a big risk,...",,low_signal
adobe_analytics_community::91108::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=4, strong=0, source=adobe_analytics_community, labelability=low_signal","Page Unresponsive Error Why do I keep getting the ""Page Unresponsive"" error when I'm trying to build reports in Workspace? Does anyone know of a fix for this issue? Started happening near the end of last week and now its happening every few minutes as I edit my tables. status....",,low_signal
adobe_analytics_community::92245::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Missing definition of the ""Campaign Click-throughs"" metric Hi all, can someone give me the official definition of what ""Campaign Click-throughs"" are and how they are counted? Just because it does not seem to be properly described anywhere, not in Analysis Workspace nor Adobe's...",,low_signal
adobe_analytics_community::91234::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal",Indexing Marketing Channels in Data Warehouse I'm currently doing a weekly pull from Data Warehouse for our Data Engineering team that includes Transaction ID broken out by Marketing Channel interactions with Orders as the metric. They've asked that I add a layer that can give...,,low_signal
adobe_analytics_community::89909::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal",Setting multiple workspaces as landing pages for different users We would like to use workspaces as a landing page for some of our Analytics users. At present we have 3 main user groups but we would like to use a different workspace for each group as they each have different n...,,low_signal
adobe_analytics_community::93677::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","CJA Attribution- Grand total less than sum of rows? Bumping a previous question I posted--if anyone has knowledge on this? When I apply a non-default attribution model to a metric counting specific events, and I apply it to a Web Page dimension (or any dimension), and select l...",,low_signal
adobe_analytics_community::90575::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Adobe Analytics 2.0 APIs for Realtime Reports Hello all, 1. Currently we are using Adobe Analytics v1.4 APIs for fetching Realtime Report Suites data. Is this going to be sunsetted with the Report&Analytics deprecation scheduled to happen at end of 2023? 2. Does Adobe Analytic...",,low_signal
adobe_analytics_community::91703::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Would be possible to upload SEO data into Adobe Analytics? Dear All,There is a question if it would be possible to upload SEO data into Adobe Analytics?If yes then how? and it would be manual or automated pipelines? Dear All,There is a question if it would be possible to uploa...",,low_signal
adobe_analytics_community::89461::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Entry Page Type wrong calculation in Adobe Analytics Hi all. I was checking the Adobe Analytics Entry Page Type and I realized that some entries are wrong. Example: In this example, Entry Page Type should be 'Category' (at 19:09) , but checking in the report, the entry page ty...",,low_signal
adobe_analytics_community::92734::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Average time on site vs average time on page What is the difference between average time on site and average time on page if we're just looking at 1 page url? I see slightly difference in the time for each metric, so I want to understand what's the difference between what the...",,low_signal
adobe_analytics_community::89970::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=3, strong=0, source=adobe_analytics_community, labelability=low_signal","Can't relabel legends in visualizations Hello,Recently myself and my team are having problems renaming legend elements in barplots in our workspaces. This has been an issue since at least last week. Typically the legend text will seem to take, but once you save the workspace,...",,low_signal
adobe_analytics_community::91879::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal",Report Builder Error - Cell or Sheet is protected Getting this error on running the report builder.,,low_signal
adobe_analytics_community::89278::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,api_sdk_debug_noise,no,yes,no,"business=0, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal","Marketo data integrated with Adobe Analytics Hello,I am looking to start integrating Marketo data with Adobe Analytics and I am struggling to understand the Adobe API endpoints. None of the API 2.0 documentation seems to work for what I am trying to integrate from Marketo. Are...",,low_signal
adobe_analytics_community::91617::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal","Is adobe analytics is case sensitive Suppose there is two value for evar132, some value coming is websdk and other is in WEBSDK. So, value in report will be considered two different entries in reports or it will be only one value. Suppose there is two value for evar132, some v...",,low_signal
adobe_analytics_community::12601::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=2, strong=1, source=adobe_analytics_community, labelability=low_signal","If you are a data analyst and your business uses adobe analytics as the web analytics tool. You will often come across a use case where you need to send raw data or hit-level data to either S3, GCP, or Azure Aws. You need to run a lot of queries to validate raw hit-level data...",,low_signal
adobe_analytics_community::248703::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","CJA Alert Builder Multiple Days of Week Question Hi CJA Experience League🖐. Having looked through related topics, I don’t think this question has been asked before. I’m new to CJA so any recommendations or solutions would be greatly appreciated. In AJO (don’t worry this will b...",,low_signal
adobe_analytics_community::91852::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal","Tracking Changes to Tags that are live Hi All,The developers in team make changes to content, CTAs, URLs, metadata, or even the underlying data layer without realising the downstream impact this may have to configuration set in Adobe Launch. This means tags “drop off” or stop...",,low_signal
adobe_analytics_community::89433::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=5, strong=0, source=adobe_analytics_community, labelability=low_signal","Adobe Analytics workspace does not match the data in Power BI Connector, specifically for visits There was a similar post to this one a while back, but the post ended with the user submitting a ticket. My main issue is in regards of when connecting the adobe server to power bi...",,low_signal
adobe_analytics_community::89744::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","UTM Tracking Parameter Order? Hi all- My boss asked me to investigate why we have Visits/Visitors with a UTM Medium but without a UTM Source (UTM Source is listed as ""Unspecified""). I realized that, in contrast to Google Analytics, Adobe Analytics prioritizes UTM Medium above...",,low_signal
adobe_analytics_community::93695::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal",Internal IP Exclusion is Not Working to Exclude the Internal Traffic/Users Context:We are trying to block internal traffic for a specific domain using Adobe Analytics. The expectation is that no page URLs or hits from internal users should appear in the Dev Report Suite.Steps...,,low_signal
adobe_analytics_community::92894::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","How to Share Workspace Project Folders I have a bunch of folders that I keep certain projects in (one folder for target test workspaces, one folder for analysis workspaces, one for ecommerce, etc.).None of the other users in my org can see the folders. Is there a way to share...",,low_signal
adobe_analytics_community::90664::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal",Download and Exit Links data showing 'Unknown' Does anyone facing the issue where Adobe Analytics Workspace is showing 'Unknown' for Download Links and Exit Links data? Is there any reason & a possible solution for this issue?[Added Images] Does anyone facing the issue where A...,,low_signal
adobe_analytics_community::248368::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=3, strong=0, source=adobe_analytics_community, labelability=low_signal","Please add the ability to turn off Adobe CJA workspace comments in Preferences Sometimes, a collaborative dashboard can benefit from the Comments feature, but most of the time this is unnecessary and instead causes annoyance by opening frequently by accident as users try to sc...",,low_signal
adobe_analytics_community::92290::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","How to use experimentation Panel in CJA, for Adobe Campaign classic campaigns Hi Team,We are building a report with experimentation panel. I was able to get data from AJO and Adobe Target. Could you please help me understand if experiement is available for Adobe Campaign also,...",,low_signal
adobe_analytics_community::12680::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=4, technical=4, strong=0, source=adobe_analytics_community, labelability=low_signal","Exciting New Data Warehouse Improvements Unveiled as of January 2024 Organizations thrive on efficient data warehousing systems that empower users with accessibility, functionality, and control. Recognizing these needs, the latest enhancements in Adobe Analytics' Data Warehous...",,low_signal
adobe_analytics_community::12687::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal","Introduction Adobe Customer Journey Analytics (CJA) can be thought of as a detailed and intricate mosaic. Just like in a mosaic where each tile has its own unique color and texture, in CJA, each tile represents a unique dataset. These tiles, with their different colors and pat...",,low_signal
adobe_analytics_community::91775::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=3, strong=0, source=adobe_analytics_community, labelability=low_signal","Report Builder on Adobe Analytics Sandbox Account Hi All, I am new to Adobe Analytics and want to learn Report Builder. But, as I try to use Report Builder using the AA sandbox account login credential I am unable to access the add-in. Can someone please help? Thanks,Avi",,low_signal
adobe_analytics_community::93494::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal","Download issues from adobe analytics workspace Morning team, Wondering if anyone is experiencing any issues with adobe analytics workspace?1. Download csv not working either via share file or project > dowbnload csv2. Adding a breakdown to row items - only shows the first row...",,low_signal
adobe_analytics_community::93220::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal","Products report not visible in report suite Hi,I am trying to implement Adobe Analytics via GTM for a client. The data layer is not currently implemented on their website and I am pushing the data via custom data layer push in our demo website. The initial setup is working fin...",,low_signal
adobe_analytics_community::90043::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal",Report Suit in Worksapce A company has 10 different report suites based with respect to countries. Can we see all the report suites in a single report suite? A company has 10 different report suites based with respect to countries. Can we see all the report suites in a single...,,low_signal
adobe_analytics_community::91250::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal",Adobe calls firing inconsistently after onetrust implementation I recently implemented onetrust on my website. The set up is the user requires to opt in to for the cookies to be dropped and analytics calls to fire. Once the accepts all or performance cookies the Adobe analytic...,,low_signal
adobe_analytics_community::92500::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal","Changing the date comparison ranges Hi,I’m wondering if Adobe Analytics has a functionality to easily adjust date ranges for comparisons in reports.Here’s the situation: I’ve created a report to compare our monthly data (e.g., 01/10/2024 - 31/10/2024) with the same month last...",,low_signal
adobe_analytics_community::92804::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=adobe_analytics_community, labelability=low_signal","Unspecified Values Increase | Post webSDK migration due to Adobe Target calls Hi Team,We've migrated to webSDK and sending data to Adobe Analytics. Adobe Target also implemented through webSDK.While sending data to Edge Network, Adobe Target ""decision proposition"" call trigger...",,low_signal
adobe_analytics_community::91552::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Block unwanted, unidentified automatic internal traffic (probably load testing) Hi champs,one of my clients is experiencing a high load of automatic traffic on their non-prod environment / report suite which we cannot put a finger on it where it is coming from. i.e., it is see...",,low_signal
adobe_analytics_community::90162::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Processing Rules - Using Hit Attributes Hello, When writing a processing rule, one of the options for changing a variable's value is to choose a ""Hit Attribute,"" among which is the value ""Report Suite ID"". I would like to know if this really means literally that the RSID will...",,low_signal
adobe_analytics_community::91652::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","Analysis Workspace - applied segment with Day dimension and breakdown showing incorrect column sums numbers than with broken down dimension directly Hi guys, I have a strange behavior in the Analysis Workspace, where the numbers displays with Day as primary dimension and broke...",,low_signal
adobe_analytics_community::93393::01,adobe_analytics_community,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=adobe_analytics_community, labelability=low_signal","How to get referring domain to filter paid traffic from unspecified Hello, I just noticed that the results for ""referring domain"" visits lists paid traffic (the URL of the pages contains the ""paid"" string) under unspecified instead of the specific platform (paid ads on instagr...",,low_signal
github_discussions::2613853458::01,github_discussions,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=6, strong=0, source=github_discussions, labelability=low_signal","Library panels: Unable to load library panel randomly ### What happened? After upgrading Grafana from v10.0.8 to v11.2.3, some library panels could not be loaded anymore. The error displayed in the dashboard is ""Panel plugin not found: Unable to load library panel: <panel_uid>...",,low_signal
github_discussions::1273879205::01,github_discussions,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=9, strong=0, source=github_discussions, labelability=low_signal","UI does not easily expose custom columns before summary (to summarize by custom column) **Describe the bug** (unsure if this is a bug or a feature request, since I was able to get the UI to do it through contorted steps) The UI does not reliably show the custom column BEFORE s...",,low_signal
github_discussions::D_kwDOAzEXQ84AkSJQ::01,github_discussions,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=10, strong=0, source=github_discussions, labelability=low_signal","Native agent skills support in dbt <img width=""427"" alt=""image"" src=""https://github.com/user-attachments/assets/e82ca1bb-1083-4bed-bad3-e750b5b6e32e"" /> ## Background Agents are increasingly being used alongside dbt to build, test, and manage data projects. [Agent skills](http...",,low_signal
github_discussions::1498208051::02,github_discussions,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=3, strong=0, source=github_discussions, labelability=low_signal","Initially, the widget value is `0`. After the refresh, it's `[0]`. ~~""Normalization"" seems to happen here: https://github.com/metabase/metabase/blob/master/frontend/src/metabase/parameters/components/ParameterValueWidget.jsx#L213:L215~~ ~~And then the `NumberinputWidget` is us...",,low_signal
github_discussions::1023620321::01,github_discussions,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=3, strong=0, source=github_discussions, labelability=low_signal","The results returned by the superset and clickhouse clients are different, and the client is correct superset 1.3.0 jdbc:clickhouse-driver==0.2.0 clickhouse-sqlalchemy==0.1.6 A clear and concise description of what the bug is. I have two fields 'pid' and 'eid' 1.group by pid &...",,low_signal
github_discussions::1032789423::01,github_discussions,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=14, strong=0, source=github_discussions, labelability=low_signal",[SIP-75] Proposal for Embeddable Dashboards ## [SIP-75] Proposal for Embeddable Dashboards ### 📣 Status Currently in alpha and under active development. You can activate the feature by turning on the `EMBEDDED_SUPERSET` feature flag. Embed dashboards into your application usin...,,low_signal
github_discussions::921251831::01,github_discussions,supporting_validation_source,generic_low_signal,setup_auth_permission_noise,no,yes,no,"business=0, technical=6, strong=0, source=github_discussions, labelability=low_signal","""Run selected text"" in Native editor does not include filter widget value and can return incorrect results **Describe the bug** When using filter variables in Native editor and selecting text to use the ""Run selected text"", then filter variables are not included, which throws...",,low_signal
github_discussions::2736139463::01,github_discussions,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=6, strong=0, source=github_discussions, labelability=low_signal",[Feature] Microbatch should have a weekly batch size option ### Is this your first time submitting a feature request? - [X] I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations) - [X] I have searched the existin...,,low_signal
github_discussions::1406580823::01,github_discussions,supporting_validation_source,generic_low_signal,setup_auth_permission_noise,no,yes,no,"business=0, technical=12, strong=0, source=github_discussions, labelability=low_signal",Filters from different databases are not working in new versions of Metabase **Describe the bug** # No one field filter that is related to different DB is not working (an error thrown by Meta) ### While transitioning from older versions of Meta (0.41.5) to Meta (0.44.2) ### we...,,low_signal
github_discussions::875511446::01,github_discussions,supporting_validation_source,generic_low_signal,setup_auth_permission_noise,no,yes,no,"business=0, technical=4, strong=0, source=github_discussions, labelability=low_signal","Incorrect `effective_type` after upgrade to 39.x can cause various problems **Describe the bug** An incorrect value of `metabase_field.effective_type` can cause various problems throughout Metabase - either wrong display values, or filters not working. Reference #15901 and #15...",,low_signal
github_discussions::2973171518::01,github_discussions,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=2, strong=1, source=github_discussions, labelability=low_signal",DateTimePickers: Export time options for plugin consumption **Why is this needed**: Currently plugin developers need to copy and paste methods from `/grafana/grafana/packages/grafana-ui/src/components/DateTimePickers/RelativeTimeRangePicker/utils.ts` if they want to customize...,,low_signal
github_discussions::1486721367::01,github_discussions,supporting_validation_source,generic_low_signal,setup_auth_permission_noise,no,yes,no,"business=0, technical=4, strong=0, source=github_discussions, labelability=low_signal","Wrong operator formatting in filter popover header **Describe the bug** ""Count"" is shown as ""- Count"" **To Reproduce** Steps to reproduce the behavior: 1. Sample Database > People 2. Summarize by Count, breakout by Longitude (auto-binned) 3. Click on ""Filter"" and select ""Count...",,low_signal
github_discussions::MDEwOkRpc2N1c3Npb240MDE5MzQ3::02,github_discussions,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=12, strong=0, source=github_discussions, labelability=low_signal","@bashyroger Thanks for opening! Apologies for the delay in my response. There's a lot here to chew on. Today, one of the foundational assumptions underlying dbt is that 1 model file = 1 model node = 1 object (view or table) in the database. What's the problem here? Whenever we...",,low_signal
